,CreatedDate,ClosedDate,Agency,ComplaintType,Descriptor,City
280236,2011-06-20 13:54:49,2011-06-20 16:01:04,NYPD,Blocked Driveway,No Access,BROOKLYN
280237,2011-06-20 13:53:54,2011-06-27 14:11:34,DOF,DOF Property - Payment Issue,Other Billing Issue,HOLLIS
280238,2011-06-20 14:07:07,,DOHMH,Unsanitary Animal Pvt Property,Animal Waste,BROOKLYN
280239,2011-06-20 14:28:40,2011-07-06 01:06:23,DCA,Consumer Complaint,Demand for Cash,BROOKLYN
280240,2011-06-20 14:29:29,2011-06-20 15:20:00,DPR,Maintenance or Facility,Structure - Outdoors,NEW YORK
280241,2011-06-20 14:40:10,2011-06-28 10:41:53,DOT,Street Condition,Failed Street Repair,EAST ELMHURST
280242,2011-06-20 14:51:43,,DPR,Overgrown Tree/Branches,Dead Branches in Tree,BRONX
280243,2011-06-20 14:54:40,,DPR,Overgrown Tree/Branches,Dead Branches in Tree,BRONX
280244,2011-06-20 00:00:00,2011-06-22 00:00:00,DOHMH,Rodent,Condition Attracting Rodents,BRONX
280245,2011-06-20 14:56:53,,DPR,Overgrown Tree/Branches,Dead Branches in Tree,BRONX
280246,2011-06-20 15:00:47,2011-06-21 16:57:45,DOT,Street Condition,Cave-in,BRONX
280247,2011-06-20 15:19:51,2011-06-30 08:34:39,DPR,Damaged Tree,Tree Leaning/Uprooted,BROOKLYN
280248,2011-06-20 00:00:00,2011-05-23 00:00:00,DOHMH,Rodent,Rat Sighting,BROOKLYN
280249,2011-06-20 15:56:54,2012-03-01 14:29:17,EDC,Noise - Helicopter,Other,NEW YORK
280250,2011-06-20 16:48:59,2011-06-21 15:25:59,DCA,Consumer Complaint,Non-Delivery Goods/Services,STATEN ISLAND
280251,2011-06-20 16:49:12,2011-06-21 11:00:05,TLC,For Hire Vehicle Complaint,Car Service Company Complaint,BROOKLYN
280252,2011-06-20 17:08:09,2011-08-20 06:28:29,DOHMH,Food Establishment,Food Spoiled,NEW YORK
280253,2011-06-20 13:14:50,2011-06-21 13:36:32,DOF,DOF Property - Reduction Issue,Personal SCHE Exemption,BRONX
280254,2011-06-20 13:53:12,2011-06-27 14:09:27,DOF,DOF Property - Payment Issue,Other Billing Issue,ROCKAWAY PARK
280255,2011-06-20 17:23:42,2011-06-20 22:10:47,DOT,Street Condition,Plate Condition - Noisy,FOREST HILLS
280256,2011-06-20 17:28:17,2011-08-20 06:28:30,DOHMH,Food Establishment,Rodents/Insects/Garbage,WOODHAVEN
280257,2011-06-20 17:28:27,2011-06-20 19:52:27,NYPD,Noise - Residential,Banging/Pounding,BRONX
280258,2011-06-20 17:51:05,2011-06-21 07:08:51,DPR,Overgrown Tree/Branches,Hitting Power/Phone Lines,OZONE PARK
280259,2011-06-20 18:21:32,2011-06-20 21:04:35,NYPD,Noise - Residential,Loud Music/Party,BRONX
280260,2011-06-20 18:54:06,2013-10-23 13:40:28,DPR,New Tree Request,For One Address,BROOKLYN
280261,2011-06-20 19:22:44,2011-06-30 09:52:01,DOT,Street Condition,Cave-in,BROOKLYN
280262,2011-06-20 19:28:04,2011-07-22 13:35:40,DPR,Maintenance or Facility,Structure - Outdoors,FOREST HILLS
280263,2011-06-20 20:10:54,2011-06-20 21:19:54,NYPD,Noise - Street/Sidewalk,Loud Talking,RICHMOND HILL
280264,2011-06-20 20:26:34,2011-07-06 01:06:41,DCA,Consumer Complaint,Overcharge,STATEN ISLAND
280265,2011-06-20 20:44:03,2011-06-20 22:28:05,NYPD,Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN
280266,2011-06-20 20:51:39,2011-06-20 22:14:51,NYPD,Derelict Vehicle,With License Plate,STATEN ISLAND
280267,2011-06-20 15:09:58,2013-03-04 16:53:36,DPR,New Tree Request,For One Address,RIDGEWOOD
280268,2011-06-20 15:34:25,2011-06-20 23:28:18,NYPD,Blocked Driveway,Partial Access,BROOKLYN
280269,2011-06-20 15:44:06,2011-06-20 17:52:10,NYPD,Noise - Residential,Banging/Pounding,BRONX
280270,2011-06-20 15:50:26,2011-08-26 11:46:25,DPR,Damaged Tree,Branch or Limb Has Fallen Down,BROOKLYN
280271,2011-06-20 15:49:45,2011-06-24 14:16:51,DOT,Street Condition,Failed Street Repair,BROOKLYN
280272,2011-06-20 16:02:22,2011-07-25 16:35:32,DPR,Maintenance or Facility,Garbage or Litter,ASTORIA
280273,2011-06-20 16:36:38,2011-06-21 06:03:34,DOT,Broken Muni Meter,No Receipt,NEW YORK
280274,2011-06-20 00:00:00,2011-08-18 00:00:00,DOHMH,Rodent,Rat Sighting,NEW YORK
280275,2011-06-20 16:54:17,2011-06-20 18:46:14,NYPD,Illegal Parking,Commercial Overnight Parking,BROOKLYN
280276,2011-06-20 16:58:08,2011-06-20 19:26:04,NYPD,Non-Emergency Police Matter,Trespassing,BROOKLYN
280277,2011-06-20 17:28:43,2011-08-04 08:50:28,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,MASPETH
280278,2011-06-20 17:52:56,2012-08-14 10:08:11,DPR,New Tree Request,For One Address,OZONE PARK
280279,2011-06-20 18:46:38,2011-06-20 23:40:34,NYPD,Illegal Parking,Posted Parking Sign Violation,NEW YORK
280280,2011-06-20 18:49:37,2011-06-20 19:43:21,NYPD,Blocked Driveway,No Access,BROOKLYN
280281,2011-06-20 19:18:14,2011-06-21 02:20:32,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280282,2011-06-20 12:26:18,2011-06-20 15:25:21,NYPD,Blocked Driveway,No Access,SAINT ALBANS
280283,2011-06-20 13:31:52,2011-06-23 09:10:02,DOT,Broken Muni Meter,Coin or Card Did Not Register,NEW YORK
280284,2011-06-20 12:43:13,2011-06-20 14:58:26,DOF,DOF Property - Request Copy,Copy of Account Information,BROOKLYN
280285,2011-06-20 11:23:39,2011-06-20 15:49:18,NYPD,Vending,In Prohibited Area,NEW YORK
280286,2011-06-20 12:46:37,2011-06-20 14:56:18,NYPD,Derelict Vehicle,With License Plate,FRESH MEADOWS
280287,2011-06-20 13:27:02,2011-06-20 19:32:07,NYPD,Blocked Driveway,No Access,CORONA
280288,2011-06-20 13:48:59,2011-06-20 16:22:47,NYPD,Panhandling,,NEW YORK
280289,2011-06-20 14:14:58,2011-06-23 08:43:34,DOF,DOF Property - Owner Issue,Billing Name Incorrect,NEW YORK
280290,2011-06-20 14:36:04,2011-06-22 13:31:50,DOF,DOF Property - Payment Issue,Property Refunds and Credits,BRONX
280291,2011-06-20 14:33:43,2011-06-22 15:54:50,DPR,Damaged Tree,Branch or Limb Has Fallen Down,BROOKLYN
280292,2011-06-20 14:38:46,2011-06-20 16:00:00,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN
280293,2011-06-20 14:51:01,2011-07-25 16:40:08,DPR,Maintenance or Facility,Grass/Weeds,SAINT ALBANS
280294,2011-06-20 15:01:39,2011-06-22 16:20:17,DOF,DOF Property - Reduction Issue,Personal Veteran Exemption,MIDDLE VILLAGE
280295,2011-06-20 09:47:49,2011-06-29 16:19:42,DHS,DHS Advantage - Tenant,Other Issue,NEW YORK
280296,2011-06-20 09:48:01,2011-06-30 11:37:46,DOT,Street Condition,Line/Marking - Faded,BRONX
280297,2011-06-20 11:50:22,2011-06-21 11:31:20,DOF,DOF Property - Owner Issue,Billing Name Incorrect,REGO PARK
280298,2011-06-20 10:14:16,2011-08-20 06:28:18,DOHMH,Food Establishment,Food Spoiled,NEW YORK
280299,2011-06-20 00:00:00,2011-06-27 00:00:00,DOHMH,Rodent,Rat Sighting,NEW YORK
280300,2011-06-20 00:00:00,2011-06-27 00:00:00,DOHMH,Rodent,Rat Sighting,NEW YORK
280301,2011-06-20 10:37:00,,DCA,Consumer Complaint,Unlicensed,BRONX
280302,2011-06-20 11:05:43,2011-06-27 12:01:39,DHS,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,STATEN ISLAND
280303,2011-06-20 11:28:16,2011-06-21 16:04:05,DHS,DHS Advantage - Tenant,Other Issue,BROOKLYN
280304,2011-06-20 11:37:22,2011-07-18 11:03:38,DPR,New Tree Request,For One Address,BROOKLYN
280305,2011-06-20 11:37:30,2011-06-23 16:14:48,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN
280306,2011-06-20 11:57:36,2011-06-30 14:36:04,DOT,Street Sign - Damaged,One Way,BROOKLYN
280307,2011-06-20 11:10:54,2011-06-23 14:31:12,DCA,Consumer Complaint,Sidewalk Blocked,NEW YORK
280308,2011-06-20 11:20:54,2011-06-21 11:00:06,TLC,Taxi Complaint,Driver Complaint,NEW YORK
280309,2011-06-20 11:36:45,2011-06-20 11:59:52,DOB,Construction,Re-Inspect - Unprepared,WOODSIDE
280310,2011-06-20 11:37:20,2011-06-22 11:46:00,DOT,Street Condition,Failed Street Repair,WOODSIDE
280311,2011-06-20 11:38:31,2011-07-25 15:08:18,DOHMH,Indoor Air Quality,Other (Explain Below),FLUSHING
280312,2011-06-20 11:53:45,2011-06-30 14:36:02,DOT,Street Sign - Damaged,One Way,BROOKLYN
280313,2011-06-20 11:55:27,2011-07-06 18:55:58,DOT,Street Sign - Damaged,St Name - Attached to Pole,BROOKLYN
280314,2011-06-20 11:56:38,2011-07-12 02:12:11,TLC,Taxi Complaint,Driver Complaint,BROOKLYN
280315,2011-06-20 11:59:32,2011-06-30 14:40:12,DOT,Street Sign - Damaged,One Way,BROOKLYN
280316,2011-06-20 12:08:38,2011-06-30 14:47:31,DOT,Street Sign - Damaged,One Way,BROOKLYN
280317,2011-06-20 11:23:26,2011-06-21 12:54:02,DOF,DOF Property - Reduction Issue,Personal SCHE Exemption,BROOKLYN
280318,2011-06-20 11:49:46,2011-06-20 14:18:25,NYPD,Blocked Driveway,No Access,BROOKLYN
280319,2011-06-20 11:58:00,2011-06-28 16:09:41,DFTA,Utility Program,,BRONX
280320,2011-06-20 12:25:31,2011-06-24 16:13:11,DOF,SCRIE,SCRIE Recertification,SUNNYSIDE
280321,2011-06-20 12:25:21,2011-06-22 09:11:59,DOT,Street Condition,Defective Hardware,BRONX
280322,2011-06-20 00:00:00,2011-07-11 15:59:35,DOHMH,Rodent,Rat Sighting,STATEN ISLAND
280323,2011-06-20 12:41:18,2011-06-22 14:03:50,DOF,DOF Property - Reduction Issue,Personal STAR Exemption,STATEN ISLAND
280324,2011-06-20 14:06:51,2011-06-28 10:57:09,DOT,Broken Parking Meter,Timer Defect - Fast/Fail,NEW YORK
280325,2011-06-20 14:04:08,2011-06-21 11:33:30,DHS,DHS Advantage - Tenant,Other Issue,NEW YORK
280326,2011-06-20 14:22:22,2011-06-27 13:44:53,DHS,DHS Advantage - Tenant,Court Date Within 7 Days,BRONX
280327,2011-06-20 14:22:16,2011-07-01 15:47:40,DOT,Street Condition,Defective Hardware,NEW YORK
280328,2011-06-20 14:38:35,2011-06-28 10:56:02,DOT,Broken Parking Meter,Coin or Card Did Not Register,BROOKLYN
280329,2011-06-20 14:54:13,2011-06-21 07:05:42,DPR,Overgrown Tree/Branches,Hitting Building,HOWARD BEACH
280330,2011-06-20 15:23:46,2011-06-20 17:04:15,NYPD,Derelict Vehicle,With License Plate,BROOKLYN
280331,2011-06-20 15:32:47,2011-07-06 01:06:43,DCA,Consumer Complaint,Billing Dispute,SANTA ANA
280332,2011-06-20 15:37:19,2011-06-20 16:32:19,DPR,Maintenance or Facility,Rodent Sighting,BROOKLYN
280333,2011-06-20 15:41:56,2011-06-20 18:50:20,NYPD,Noise - Park,Loud Music/Party,BROOKLYN
280334,2011-06-20 15:49:33,2011-06-21 10:22:44,NYPD,Drinking,In Public,CAMBRIA HEIGHTS
280335,2011-06-20 15:52:38,2011-06-30 09:53:06,DOT,Street Condition,Failed Street Repair,BROOKLYN
280336,2011-06-20 15:58:25,2011-07-12 02:12:35,TLC,Taxi Complaint,Driver Complaint,NEW YORK
280337,2011-06-20 15:58:23,2011-06-21 07:53:02,DOT,Street Condition,Guard Rail - Street,STATEN ISLAND
280338,2011-06-20 16:00:32,2011-06-21 10:13:35,DOF,DOF Property - Owner Issue,Billing Address Incorrect,HOWARD BEACH
280339,2011-06-20 13:37:00,2011-06-19 01:00:00,DOT,Street Light Condition,Street Light Out,
280340,2011-06-20 16:53:40,2011-06-20 21:39:14,NYPD,Non-Emergency Police Matter,Trespassing,JAMAICA
280341,2011-06-20 00:00:00,2011-09-07 00:00:00,DOHMH,Rodent,Rat Sighting,NEW YORK
280342,2011-06-20 00:00:00,2011-06-21 00:00:00,DOHMH,Rodent,Rat Sighting,BROOKLYN
280343,2011-06-20 13:59:34,2011-06-20 15:15:14,DOF,DOF Property - Owner Issue,Remove Mortgage,BROOKLYN
280344,2011-06-20 14:10:50,2011-07-06 01:06:32,DCA,Consumer Complaint,False Advertising,LONG ISLAND CITY
280345,2011-06-20 19:38:39,2011-06-21 00:00:06,NYPD,Noise - Residential,Loud Talking,BROOKLYN
280346,2011-06-20 00:00:00,2011-07-01 00:00:00,DOHMH,Rodent,Condition Attracting Rodents,NEW YORK
280347,2011-06-20 20:53:54,2011-06-20 23:18:05,NYPD,Noise - Residential,Loud Music/Party,CORONA
280348,2011-06-20 22:58:06,2011-06-20 23:18:06,NYPD,Noise - Vehicle,Car/Truck Music,CORONA
280349,2011-06-20 15:51:33,2011-06-20 18:10:33,NYPD,Noise - Street/Sidewalk,Loud Music/Party,NEW YORK
280350,2011-06-20 15:50:40,2011-06-21 09:05:30,DOF,DOF Property - Request Copy,Copy of Statement,NEW YORK
280351,2011-06-20 15:55:06,2011-06-21 09:24:03,DOF,DOF Property - Owner Issue,Billing Address Incorrect,NEW YORK
280352,2011-06-20 16:00:49,2011-07-25 16:21:17,DPR,Maintenance or Facility,Garbage or Litter,
280353,2011-06-20 16:07:27,2011-06-20 20:05:39,NYPD,Illegal Parking,Blocked Sidewalk,BROOKLYN
280354,2011-06-20 16:31:28,2011-06-24 14:18:54,DOF,DOF Property - Reduction Issue,Personal STAR Exemption,WHITESTONE
280355,2011-06-20 16:44:42,2011-07-06 09:34:21,DPR,Maintenance or Facility,Grass/Weeds,BRONX
280356,2011-06-20 17:12:55,2011-06-27 15:32:20,DOT,Sidewalk Condition,Dumpster - Construction Waste,FLUSHING
280357,2011-06-20 17:25:15,2011-07-12 10:17:49,DOF,DOF Property - Payment Issue,Other Billing Issue,NEW YORK
280358,2011-06-20 17:41:56,2011-06-21 12:15:49,DOF,DOF Property - Reduction Issue,Personal DRIE Exemption,NEW YORK
280359,2011-06-20 18:05:59,2011-06-20 23:03:39,NYPD,Blocked Driveway,Partial Access,BROOKLYN
280360,2011-06-20 18:51:25,2011-07-28 01:13:50,TLC,Taxi Complaint,Driver Complaint,EAST MEADOW
280361,2011-06-20 22:47:26,2011-06-21 00:24:40,NYPD,Blocked Driveway,No Access,BROOKLYN
280362,2011-06-20 12:00:34,2011-06-20 16:14:10,TLC,Taxi Complaint,Insurance Information Requested,NEW YORK
280363,2011-06-20 12:00:59,2011-06-23 15:48:32,DHS,DHS Advantage - Third Party,Lease Expiring,BROOKLYN
280364,2011-06-20 12:24:52,2011-06-23 16:23:11,DOF,SCRIE,SCRIE Assistance,NEW YORK
280365,2011-06-20 13:29:18,2012-01-31 13:03:07,DPR,Overgrown Tree/Branches,Blocking Street,BROOKLYN
280366,2011-06-20 12:25:40,2011-06-20 15:19:56,DCA,DCA / DOH New License Application Request,Full Term Mobile Food Unit Permit,
280367,2011-06-20 12:32:54,2011-06-24 12:14:45,DOF,SCRIE,SCRIE Application Problem,CORONA
280368,2011-06-20 14:18:23,2011-06-22 15:14:04,DHS,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,BROOKLYN
280369,2011-06-20 13:15:51,2011-06-21 12:23:24,DFTA,Housing Options,Assisted Living,
280370,2011-06-20 10:01:27,2011-06-20 10:19:40,DPR,Damaged Tree,Branch Cracked and Will Fall,BROOKLYN
280371,2011-06-20 10:22:06,2011-06-20 13:32:58,NYPD,Noise - Residential,Banging/Pounding,BROOKLYN
280372,2011-06-20 10:17:02,,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,BROOKLYN
280373,2011-06-20 10:48:09,2011-06-20 20:43:12,DOT,Street Condition,Plate Condition - Noisy,ASTORIA
280374,2011-06-20 10:50:08,2011-06-22 17:33:11,DOF,DOF Property - Reduction Issue,Personal DHE Exemption,HOWARD BEACH
280375,2011-06-20 11:06:30,2011-06-27 15:15:10,DHS,DHS Advantage -Landlord/Broker,Payment Not Received from Tenant,BROOKLYN
280376,2011-06-20 11:19:49,2011-07-01 15:27:02,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,RIDGEWOOD
280377,2011-06-20 11:38:42,2011-06-21 14:25:53,DCA,Consumer Complaint,Returns Not Filed,BRONX
280378,2011-06-20 11:38:00,2011-06-22 12:06:45,DHS,DHS Advantage - Tenant,Other Issue,BROOKLYN
280379,2011-06-20 12:40:04,2011-06-23 08:25:49,DOT,Street Condition,"Rough, Pitted or Cracked Roads",ARVERNE
280380,2011-06-20 13:19:36,,DCA,Consumer Complaint,False Advertising,NEW YORK
280381,2011-06-20 13:29:40,2011-07-25 15:08:22,DOHMH,Indoor Air Quality,Ventilation,BROOKLYN
280382,2011-06-20 13:23:49,2011-06-20 15:42:45,DPR,Maintenance or Facility,Structure - Indoors,BROOKLYN
280383,2011-06-20 13:33:11,2011-07-06 09:45:14,DOHMH,Unsanitary Pigeon Condition,Pigeon Waste,STATEN ISLAND
280384,2011-06-20 14:31:41,2011-06-27 13:42:44,DOT,Street Condition,Cave-in,SOUTH OZONE PARK
280385,2011-06-20 14:33:27,2011-06-21 16:29:20,DFTA,Housing Options,Other Housing Options,BRONX
280386,2011-06-20 14:42:41,2011-06-20 15:51:31,NYPD,Traffic,Drag Racing,NEW YORK
280387,2011-06-20 14:58:17,2011-06-24 15:12:49,DOF,DOF Property - Reduction Issue,Personal STAR Exemption,QUEENS VILLAGE
280388,2011-06-20 15:50:14,2011-07-12 02:12:31,TLC,Taxi Complaint,Driver Complaint,NEW YORK
280389,2011-06-20 11:53:05,2011-06-21 09:53:08,DFTA,Housing - Low Income Senior,,NEW YORK
280390,2011-06-20 11:47:40,2011-06-23 14:02:09,DOF,DOF Property - Reduction Issue,Personal STAR Exemption,BROOKLYN
280391,2011-06-20 00:00:00,2011-07-15 09:32:14,DOHMH,Rodent,Rat Sighting,RICHMOND HILL
280392,2011-06-20 00:00:00,2011-09-20 00:00:00,DOHMH,Rodent,Condition Attracting Rodents,BRONX
280393,2011-06-20 00:00:00,2011-07-20 00:00:00,DOHMH,Rodent,Rat Sighting,NEW YORK
280394,2011-06-20 12:39:32,2011-06-27 14:08:22,DOF,DOF Property - Payment Issue,Other Billing Issue,STATEN ISLAND
280395,2011-06-20 13:06:11,2011-07-19 10:07:07,DOHMH,Unsanitary Animal Pvt Property,Animal Odor,BROOKLYN
280396,2011-06-20 14:35:01,2011-09-02 15:27:53,DOF,SCRIE,SCRIE Assistance,
280397,2011-06-20 15:09:47,2011-06-21 10:12:26,DOF,DOF Property - Owner Issue,Billing Name Incorrect,STATEN ISLAND
280398,2011-06-20 15:07:15,2011-06-24 14:11:42,DOF,DOF Property - Reduction Issue,Personal STAR Exemption,FLUSHING
280399,2011-06-20 16:07:44,2011-06-24 16:04:38,DOF,DOF Property - Reduction Issue,Commercial 421A Exemption,NEW YORK
280400,2011-06-20 16:27:32,2011-06-21 15:49:45,DOF,DOF Property - Reduction Issue,Personal SCHE Exemption,HOLLIS
280401,2011-06-20 16:34:56,2012-01-24 15:39:17,DPR,New Tree Request,For One Address,NEW YORK
280402,2011-06-20 16:40:14,2011-07-25 15:08:27,DOHMH,Indoor Air Quality,Other (Explain Below),NEW YORK
280403,2011-06-20 17:07:02,2011-06-27 13:37:18,DOT,Street Condition,Cave-in,SOUTH OZONE PARK
280404,2011-06-20 17:45:02,2011-06-21 10:20:34,DFTA,Housing - Low Income Senior,,SAINT ALBANS
280405,2011-06-20 18:44:11,2011-06-20 21:11:45,NYPD,Noise - Street/Sidewalk,Loud Talking,BRONX
280406,2011-06-20 13:38:00,2011-06-19 02:15:00,DOT,Street Light Condition,Street Light Out,
280407,2011-06-20 18:49:58,2011-06-20 21:11:44,NYPD,Noise - Street/Sidewalk,Loud Talking,BRONX
280408,2011-06-20 18:46:27,2011-06-20 23:33:27,NYPD,Illegal Parking,Blocked Sidewalk,BRONX
280409,2011-06-20 19:10:36,2011-06-20 22:05:45,NYPD,Noise - Residential,Loud Music/Party,RIDGEWOOD
280410,2011-06-20 19:25:00,2011-06-21 01:31:58,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN
280411,2011-06-20 13:18:42,2011-06-22 11:25:57,DPR,Dead Tree,Dead/Dying Tree,CORONA
280412,2011-06-20 13:26:15,2011-07-12 16:18:48,TLC,Taxi Complaint,Driver Complaint,NEW YORK
280413,2011-06-20 13:39:11,2011-06-20 14:32:10,DOB,Construction,Initial - Construction,CORONA
280414,2011-06-20 13:52:39,2011-06-21 11:00:05,TLC,Taxi Complaint,Driver Complaint,NEW YORK
280415,2011-06-20 23:16:39,2011-06-20 23:35:30,NYPD,Noise - Street/Sidewalk,Loud Talking,BRONX
280416,2011-06-20 23:40:16,2011-06-20 23:58:04,NYPD,Noise - Vehicle,Car/Truck Music,BRONX
280417,2011-06-20 23:50:51,2011-06-21 00:06:18,NYPD,Noise - Residential,Loud Music/Party,NEW YORK
280418,2011-06-20 23:56:14,2011-06-21 00:31:46,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280419,2011-06-21 00:07:56,2011-06-21 03:25:08,NYPD,Noise - Street/Sidewalk,Loud Talking,BROOKLYN
280420,2011-06-21 00:15:17,2011-06-21 03:09:00,NYPD,Noise - Residential,Loud Music/Party,BRONX
280421,2011-06-21 01:01:34,2011-06-21 01:19:51,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280422,2011-06-21 01:21:21,2011-06-21 02:01:10,NYPD,Noise - Vehicle,Car/Truck Music,BRONX
280423,2011-06-21 01:27:07,2011-06-21 03:53:25,NYPD,Noise - Residential,Loud Talking,BRONX
280424,2011-06-21 01:46:44,2011-06-21 02:20:32,NYPD,Noise - Vehicle,Engine Idling,NEW YORK
280425,2011-06-21 01:59:02,2011-06-21 03:33:14,NYPD,Noise - Residential,Banging/Pounding,BROOKLYN
280426,2011-06-20 15:23:28,,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,STATEN ISLAND
280427,2011-06-20 15:30:43,,DPR,Overgrown Tree/Branches,Hitting Building,STATEN ISLAND
280428,2011-06-20 15:35:11,2011-06-21 16:04:06,DHS,DHS Advantage - Tenant,Other Issue,BRONX
280429,2011-06-20 15:43:54,2011-06-21 16:04:07,DHS,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,BROOKLYN
280430,2011-06-20 16:19:23,2011-07-12 02:12:33,TLC,Taxi Complaint,Driver Complaint,NEW YORK
280431,2011-06-20 16:59:35,2011-06-27 11:15:57,DHS,DHS Advantage - Tenant,Court Date Within 7 Days,BRONX
280432,2011-06-20 17:21:39,2011-06-23 11:25:12,DOT,Sidewalk Condition,Blocked - ATM,BROOKLYN
280433,2011-06-20 11:56:31,2011-06-24 15:37:53,DOF,DOF Property - Reduction Issue,Commercial 421A Exemption,STATEN ISLAND
280434,2011-06-20 12:19:16,2011-06-23 08:48:42,DOF,DOF Property - Owner Issue,Billing Address Incorrect,NEW YORK
280435,2011-06-20 12:44:40,,DCA,Consumer Complaint,Unlicensed,BROOKLYN
280436,2011-06-20 12:41:38,2015-03-06 09:48:13,DPR,Overgrown Tree/Branches,Hitting Building,BROOKLYN
280437,2011-06-20 13:17:30,2011-06-20 13:28:47,DPR,Overgrown Tree/Branches,Hitting Building,RIDGEWOOD
280438,2011-06-20 13:27:14,,DPR,Dead Tree,Dead/Dying Tree,BROOKLYN
280439,2011-06-20 13:37:47,2011-06-20 14:10:40,NYPD,Non-Emergency Police Matter,Other (complaint details),NEW YORK
280440,2011-06-20 13:45:58,2011-06-20 14:58:28,DOF,DOF Property - Request Copy,Copy of Notice of Property Value,NEW YORK
280441,2011-06-20 14:11:42,2011-06-21 09:42:35,DCA,Consumer Complaint,Exchange/Refund/Return,STATEN ISLAND
280442,2011-06-20 14:15:43,2011-08-11 14:03:40,DPR,Damaged Tree,Branch Cracked and Will Fall,BRONX
280443,2011-06-20 14:56:58,2011-06-20 21:03:34,NYPD,Derelict Vehicle,With License Plate,BRONX
280444,2011-06-20 14:40:48,2011-06-21 11:59:32,DOF,DOF Property - Reduction Issue,Personal STAR Exemption,NEW YORK
280445,2011-06-20 00:00:00,2011-06-20 00:00:00,DOHMH,Rodent,Rat Sighting,BROOKLYN
280446,2011-06-20 10:11:56,2011-07-11 16:03:49,DOT,Street Condition,Failed Street Repair,BROOKLYN
280447,2011-06-20 10:23:15,2011-07-12 02:12:19,TLC,Taxi Complaint,Driver Complaint,LONG ISLAND CITY
280448,2011-06-20 10:23:46,2011-10-15 12:48:20,DOT,Street Sign - Damaged,Stop,BROOKLYN
280449,2011-06-20 10:27:46,2011-06-29 16:39:32,DOT,Street Sign - Damaged,Stop,BROOKLYN
280450,2011-06-20 10:35:54,2011-06-29 16:38:28,DOT,Street Sign - Damaged,Stop,BROOKLYN
280451,2011-06-20 10:37:40,2011-06-20 16:04:27,DOT,Street Sign - Damaged,Stop,BROOKLYN
280452,2011-06-20 10:44:19,2011-06-30 14:43:17,DOT,Street Sign - Damaged,One Way,BROOKLYN
280453,2011-06-20 10:46:07,2011-06-29 11:41:34,DOT,Sidewalk Condition,Curb Painted,SOUTH RICHMOND HILL
280454,2011-06-20 10:46:46,2011-06-30 14:44:19,DOT,Street Sign - Damaged,One Way,BROOKLYN
