,Citation Number,Date Issued,Time Issued,Location,District,Cited Person Sex,Cited Person Race,Cited Person Age,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
143,   C10453,2019-02-15 00:00:00,23:14:00,S WEIMER RD & W TAPP RD,LB431,M,U,18,9-18-2-27,FALSE REGISTRATION,38,M,W,1,2019
144,   C10294,2019-01-28 00:00:00,00:32:00,W 2ND ST & S PATTERSON DR,LB406,F,W,59,9-18-2-1,REGISTRATION REQUIRED W/IN 60D,38,M,W,1,2019
145,   C10915,2019-03-30 00:00:00,22:12:00,W PATTERSON DR & S MORTON ST,LB411,M,W,31,9-18-2-7,EXPIRED LICENSE PLATES,38,M,W,1,2019
146,   C10455,2019-02-15 00:00:00,13:51:00,S WASHINGTON ST & E 1ST ST,LB301,M,W,46,9-24-19-1,DRIVING WHILE SUSPENDED,45,M,W,1,2019
147,   C10455,2019-02-15 00:00:00,13:51:00,S WASHINGTON ST & E 1ST ST,LB301,M,W,46,9-18-2-27,FALSE REGISTRATION,45,M,W,1,2019
148,   C10653,2019-03-06 00:00:00,08:30:00,E ALLENDALE DR & S DUNSTAN DR,LB330,F,W,65,9-21-8-32,DISREGARDING STOP SIGN,45,M,W,1,2019
149,   C10341,2019-02-01 00:00:00,10:00:00,3101 E GOODNIGHT WAY,LB310,M,S,21,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,45,M,W,1,2019
150,   C10836,2019-03-22 00:00:00,19:01:00,E 4TH ST & S INDIANA AVE,LIU14,F,W,21,9-21-8-32,DISREGARDING STOP SIGN,27,M,B,1,2019
151,   C10124,2019-01-05 00:00:00,22:18:00,S WASHINGTON ST & E 4TH ST,LB104,M,W,20,9-21-7-10,RED LIGHT - ILLEGAL DISPLAY (FROM FRONT,27,M,B,1,2019
152,   C10498,2019-02-18 00:00:00,22:36:00,E 4TH ST & S INDIANA AVE,LIU14,M,L,20,9-21-8-32,DISREGARDING STOP SIGN,27,M,B,1,2019
153,   C10752,2019-03-17 00:00:00,00:37:00,MILE MARKER 120 NB I69; ON I69 ROUTE,LB514,M,L,20,9-21-5-2,SPEED MAXIMUM,27,M,B,1,2019
154,   C10902,2019-03-28 00:00:00,00:45:00,N WALNUT ST & E 19TH ST,LB212,F,B,22,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
155,   C10838,2019-03-23 00:00:00,22:57:00,S WOODLAWN AVE & E 3RD ST,LIU14,M,S,22,9-21-8-25,"TURNS, SIGNALING",27,M,B,1,2019
156,   C10838,2019-03-23 00:00:00,22:57:00,S WOODLAWN AVE & E 3RD ST,LIU14,M,S,22,9-21-8-24,"UNSAFE MOVEMENT,LANE TO LANE",27,M,B,1,2019
157,   C10723,2019-03-13 00:00:00,21:42:00,W 1ST ST & S COLLEGE AVE,LB410,M,L,25,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
158,   C10477,2019-02-24 00:00:00,18:16:00,S LINCOLN ST & E 3RD ST,LB104,F,W,22,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,27,M,B,1,2019
159,   C10678,2019-03-08 00:00:00,18:35:00,S WALNUT ST & E 2ND ST,LB410,F,W,33,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,27,M,B,1,2019
160,   C10699,2019-03-12 00:00:00,21:13:00,E 4TH ST & S INDIANA AVE,LIU14,F,S,20,9-21-8-32,DISREGARDING STOP SIGN,27,M,B,1,2019
161,   C10903,2019-03-27 00:00:00,22:27:00,N GRANT ST & E 10TH ST,LB102,M,S,33,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
162,   C10163,2019-01-11 00:00:00,02:05:00,S HENDERSON ST & E GRIMES LN,LB313,M,W,18,9-18.1-2-3,REGISTRATION AND DISPLAY OF REGISTRATION,27,M,B,1,2019
163,   C10162,2019-01-11 00:00:00,02:05:00,S HENDERSON ST & E GRIMES LN,LB313,M,W,18,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
164,   C10721,2019-03-13 00:00:00,19:11:00,N OLD STATE ROAD 37 & CASCADES PARK TRAIL,LB505,M,U,36,9-21-5-2,SPEED MAXIMUM,27,M,B,1,2019
165,   C10467,2019-02-21 00:00:00,01:13:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB209,M,K,22,9-24-1-1,"LICENSES, CLASSES OF",27,M,B,1,2019
166,   C10467,2019-02-21 00:00:00,01:13:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB209,M,K,22,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
167,   C10327,2019-01-30 00:00:00,22:50:00,1800 N WALNUT ST; MOTEL 6,LB212,M,W,44,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
168,   C10327,2019-01-30 00:00:00,22:50:00,1800 N WALNUT ST; MOTEL 6,LB212,M,W,44,9-24-1-1,"LICENSES, CLASSES OF",27,M,B,1,2019
169,   C10347,2019-02-01 00:00:00,02:48:00,S DUNN ST & E KIRKWOOD AVE,LB102,M,L,25,9-21-8-9,WRONG WAY ON ONE WAY,27,M,B,1,2019
170,   C10328,2019-01-31 00:00:00,04:01:00,E 7TH ST & N STATE ROAD 46,LB222,M,W,27,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,27,M,B,1,2019
171,   C10328,2019-01-31 00:00:00,04:01:00,E 7TH ST & N STATE ROAD 46,LB222,M,W,27,9-24-1-1,"LICENSES, CLASSES OF",27,M,B,1,2019
172,   C10328,2019-01-31 00:00:00,04:01:00,E 7TH ST & N STATE ROAD 46,LB222,M,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
173,   C10835,2019-03-22 00:00:00,19:01:00,E 4TH ST & S INDIANA AVE,LIU14,F,W,21,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
174,   C10745,2019-03-14 00:00:00,19:09:00,N KINSER SR 37 OVERPASS; N KINSER PIKE AND SR 37 OVERPASS; N,LMN20,M,W,22,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
175,   C10679,2019-03-08 00:00:00,18:35:00,S WALNUT ST & E 2ND ST,LB410,F,W,33,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,27,M,B,1,2019
176,   C10417,2019-02-11 00:00:00,04:02:00,W 1ST ST & S COLLEGE AVE,LB410,M,W,31,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
177,   C10418,2019-02-12 00:00:00,02:41:00,E 19TH ST & N WASHINGTON ST,LB212,M,W,22,9-21-8-24,"UNSAFE MOVEMENT,LANE TO LANE",27,M,B,1,2019
178,   C10418,2019-02-12 00:00:00,02:41:00,E 19TH ST & N WASHINGTON ST,LB212,M,W,22,9-21-8-25,"TURNS, SIGNALING",27,M,B,1,2019
179,   C10492,2019-02-17 00:00:00,22:44:00,N COLLEGE AVE & W STATE ROAD 45 46 BYPASS,LB511,M,W,20,9-21-8-2,LEFT OF CENTER,27,M,B,1,2019
180,   C10649,2019-03-06 00:00:00,00:26:00,E 3RD ST & S DUNN ST,LB104,M,W,25,9-21-8-9,WRONG WAY ON ONE WAY,27,M,B,1,2019
181,   C10630,2019-03-01 00:00:00,00:34:00,N WOODLAWN AVE & E 10TH ST,LB214,M,W,43,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,B,1,2019
182,   C10619,2019-03-03 00:00:00,16:34:00,MILE MARKER 119.5 NB I69; ON I69 ROUTE,LB514,F,B,27,9-18-2-27,FALSE REGISTRATION,32,M,W,1,2019
183,   C10616,2019-02-27 00:00:00,21:24:00,S WALKER ST & W 2ND ST,LB406,F,W,19,9-21-8-31,"FAILURE TO YIELD, THRU HIGHWAY",32,M,W,1,2019
184,   C10617,2019-03-02 00:00:00,08:42:00,E ALLENDALE DR & S WESTMINSTER WAY,LB329,M,W,34,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,32,M,W,1,2019
185,   C10204,2019-01-17 00:00:00,22:21:00,E MOORES PIKE & S SMITH RD,LB320,M,W,34,9-24-12-1,EXPIRED OPERATORS LICENSE,32,M,W,1,2019
186,   C10235,2019-01-03 00:00:00,13:30:00,MILE MARKER 118 NB I69; ON I69 ROUTE,LB404,M,W,16,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,36,M,W,1,2019
187,   C10621,2019-03-03 00:00:00,20:55:00,MILE MARKER 115 NB I69; ON I69 ROUTE,LMS21,M,W,20,9-21-5-2,SPEED MAXIMUM,36,M,W,1,2019
188,   C10102,2019-01-03 00:00:00,22:55:00,W TAPP SR 37 OVERPASS; W TAPP RD AND SR 37 OVERPASS; W TAPP,LMS22,M,S,19,9-21-5-2,SPEED MAXIMUM,36,M,W,1,2019
189,   C10463,2019-02-19 00:00:00,23:15:00,MILE MARKER 121 SB I69; ON I69 ROUTE,LMN14,M,W,21,9-21-5-2,SPEED MAXIMUM,36,M,W,1,2019
190,   C10188,2019-01-14 00:00:00,23:05:00,S WALNUT ST & E WINSLOW RD,LB422,M,W,32,9-21-7-2,LIGHTS; TIME FOR DISPLAY; EXCEPTION,36,M,W,1,2019
191,   C10234,2019-01-22 00:00:00,18:30:00,MILE MARKER 122 SB I69; ON I69 ROUTE,LMN20,M,U,20,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,36,M,W,1,2019
192,   C10144,2019-01-08 00:00:00,22:00:00,MILE MARKER 118 SB I69; ON I69 ROUTE,LB403,M,W,18,9-21-5-2,SPEED MAXIMUM,36,M,W,1,2019
193,   C10620,2019-03-03 00:00:00,20:10:00,MILE MARKER 117 SB I69; ON I69 ROUTE,LB416,F,W,16,9-21-5-2,SPEED MAXIMUM,36,M,W,1,2019
194,   C10682,2019-03-09 00:00:00,10:57:00,S STATE ROAD 37 RAMP & W 3RD ST,LB403,M,B,29,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,49,M,W,1,2019
195,   C10438,2019-02-13 00:00:00,00:26:00,S LINCOLN ST & E 3RD ST,LB104,M,W,43,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,1,2019
196,   C10360,2019-02-02 00:00:00,00:17:00,310 E 20TH ST; APT 5,LB212,F,W,49,14.09.030,NOISE VIOLATION,27,M,W,1,2019
197,   C10359,2019-02-05 00:00:00,00:17:00,310 E 20TH ST; APT 5,LB212,F,W,49,14.09.030,NOISE VIOLATION,27,M,W,1,2019
198,   C10358,2019-02-05 00:00:00,00:17:00,310 E 20TH ST; APT 5,LB212,F,W,49,14.09.030,NOISE VIOLATION,27,M,W,1,2019
199,   C10440,2019-02-13 00:00:00,23:15:00,S HENDERSON ST & E SOUTHERN DR,LB315,M,W,20,9-21-8-32,DISREGARDING STOP SIGN,27,M,W,1,2019
200,   C10820,2019-03-22 00:00:00,03:00:00,E 13TH ST & N DUNN ST,LB214,M,B,23,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,1,2019
201,   C10136,2019-01-09 00:00:00,02:01:00,N WALNUT GROVE AVE & E 17TH ST,LIU07,M,W,21,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,27,M,W,1,2019
202,   C10295,2019-01-28 00:00:00,01:11:00,S WALNUT STREET PIKE & S HENDERSON ST,LB328,F,L,33,9-21-8-32,DISREGARDING STOP SIGN,26,M,W,1,2019
203,   C10295,2019-01-28 00:00:00,01:11:00,S WALNUT STREET PIKE & S HENDERSON ST,LB328,F,L,33,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2019
204,   C10054,2019-01-02 00:00:00,18:23:00,W 3RD ST & S GATES DR,LB403,M,W,36,9-19-6-3,NO OR IMPROPER HEADLIGHTS,30,M,W,1,2019
205,   C10053,2019-01-02 00:00:00,16:14:00,S WALNUT ST & E WINSLOW RD,LB422,F,W,54,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,1,2019
206,   C10407,2019-02-08 00:00:00,14:15:00,620 W 2ND ST,LB409,F,W,33,9-21-8-2,LEFT OF CENTER,30,M,W,1,2019
207,   C10108,2019-01-05 00:00:00,18:10:00,W 3RD ST & S CORY LN,LB522,F,W,33,9-21-8-29,"INTERSECTION, RIGHT OF WAY",30,M,W,1,2019
208,   C10642,2019-03-05 00:00:00,15:54:00,3585 W STATE ROAD 45; WAL MART SUPER CENTER,LMS27,F,W,66,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,1,2019
209,   C10847,2019-03-23 00:00:00,15:26:00,W 3RD ST & S CORY LN,LB522,F,W,22,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,1,2019
210,   C10846,2019-03-23 00:00:00,14:46:00,S KEGG RD & W TAPP RD,LB431,M,W,66,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,1,2019
211,   C10087,2019-01-03 00:00:00,16:21:00,S WALNUT ST & W 3RD ST,LB103,M,W,70,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,1,2019
212,   C10322,2019-01-29 00:00:00,11:15:00,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,M,W,58,9-18-2-27,FALSE REGISTRATION,44,M,W,1,2019
213,   C10049,2019-01-01 00:00:00,22:27:00,S WALNUT ST & W HOOSIER ST,LB328,M,W,52,9-24-19-1,DRIVING WHILE SUSPENDED,33,M,W,1,2019
214,   C10816,2019-03-21 00:00:00,03:40:00,1800 N WALNUT ST; MOTEL 6,LB212,F,W,21,9-18.1-11-5(a),FAILURE TO REGISTER,45,M,W,1,2019
215,   C10816,2019-03-21 00:00:00,03:40:00,1800 N WALNUT ST; MOTEL 6,LB212,F,W,21,9-21-8-59,TEXTING WHILE DRIVING,45,M,W,1,2019
216,   C10848,2019-03-25 00:00:00,16:19:00,3201 W STATE ROAD 45; RURAL KING,LB427,F,W,73,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,1,2019
217,   C10488,2019-02-17 00:00:00,16:04:00,E ALLENDALE DR & S WESTMINSTER WAY,LB329,F,W,53,9-21-8-32,DISREGARDING STOP SIGN,33,M,W,1,2019
218,   C10489,2019-02-17 00:00:00,16:54:00,E ALLENDALE DR & S WESTMINSTER WAY,LB329,M,U,40,9-21-8-32,DISREGARDING STOP SIGN,33,M,W,1,2019
219,   C10408,2019-02-08 00:00:00,16:45:00,620 W 2ND ST,LB409,F,W,33,9-30-15-3,OPEN CONTAINERS IN PASSENGER COMPARTMENT,33,M,W,1,2019
220,   C10799,2019-03-19 00:00:00,19:49:00,S WALNUT ST & E GRIMES LN,LB411,M,W,22,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,33,M,W,1,2019
221,   C10849,2019-03-24 00:00:00,18:43:00,W 2ND ST & S PATTERSON DR,LB406,M,W,68,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,1,2019
222,   C10393,2019-02-07 00:00:00,17:30:00,E GILBERT DR & N WALNUT ST,LB511,M,W,63,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,33,M,W,1,2019
223,   C10910,2019-03-29 00:00:00,21:23:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,M,W,47,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,26,M,W,1,2019
224,   C10889,2019-03-27 00:00:00,19:25:00,E MILLER DR & S WALNUT ST,LB421,F,W,36,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2019
225,   C10884,2019-03-26 00:00:00,15:47:00,S CURRY PIKE & W BELLE AVE,LMS29,F,W,49,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,1,2019
226,   C10209,2019-01-18 00:00:00,20:35:00,S WALNUT ST & E WINSLOW RD,LB422,M,B,55,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2019
227,   C10415,2019-02-11 00:00:00,18:07:00,W 2ND ST & S COLLEGE AVE,LB410,M,W,32,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2019
228,   C10287,2019-01-25 00:00:00,18:01:00,W 3RD ST & S GATES DR,LB403,F,W,47,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,1,2019
229,   C10287,2019-01-25 00:00:00,18:01:00,W 3RD ST & S GATES DR,LB403,F,W,47,9-24-7-4,LEARNERS PERMIT,26,M,W,1,2019
230,   C10798,2019-03-20 00:00:00,09:23:00,N MAPLE ST & W 17TH ST,LB518,M,W,45,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,1,2019
231,   C10634,2019-03-03 00:00:00,16:23:00,W BROADWAY AVE & S CURRY PIKE,LMN09,F,U,28,9-18.1-4-5,OPERATING VEH W/OUT PROPER PROOF OF REGISTRATION,26,M,W,1,2019
232,   C10635,2019-03-03 00:00:00,17:09:00,W BLOOMFIELD RD & S STATE ROAD 37 RAMP,LB417,F,W,33,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,1,2019
233,   C10635,2019-03-03 00:00:00,17:09:00,W BLOOMFIELD RD & S STATE ROAD 37 RAMP,LB417,F,W,33,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2019
234,   C10641,2019-03-03 00:00:00,21:13:00,S ADAMS ST & W ALLEN ST,LMS31,F,W,38,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2019
235,   C10416,2019-02-11 00:00:00,18:07:00,W 2ND ST & S COLLEGE AVE,LB410,M,W,32,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,1,2019
236,   C10466,2019-02-21 00:00:00,00:59:00,W 3RD ST & S PATTERSON DR,LB521,M,W,26,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,24,M,W,1,2019
237,   C10559,2019-02-27 00:00:00,04:48:00,W STATE ROAD 45 46 BYPASS & N KINSER PIKE,LB511,M,W,25,9-19-6-3,NO OR IMPROPER HEADLIGHTS,24,M,W,1,2019
238,   C10103,2019-01-05 00:00:00,03:36:00,S HIGHLAND AVE & E HILLSIDE DR,LB312,M,S,20,9-24-1-1,"LICENSES, CLASSES OF",24,M,W,1,2019
239,   C10763,2019-03-18 00:00:00,16:33:00,S ROGERS ST & S ROCKPORT RD,LB420,M,W,21,9-21-12-1,STOPPING FOR SCHOOL BUS,24,M,W,1,2019
240,   C10410,2019-02-09 00:00:00,12:36:00,W 10TH ST & N ROGERS ST,LB101,M,W,46,9-21-8-51,FAILURE TO DIM,24,M,W,1,2019
241,   C10643,2019-03-05 00:00:00,23:09:00,N COLLEGE AVE & W STATE ROAD 45 46 BYPASS,LB511,F,W,23,9-21-8-25,"TURNS, SIGNALING",24,M,W,1,2019
242,   C10465,2019-02-20 00:00:00,00:03:00,E MILLER DR & S WALNUT ST,LB421,M,W,35,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,24,M,W,1,2019
243,   C10173,2019-01-11 00:00:00,23:08:00,519 S WASHINGTON ST,LB301,M,L,22,14.09.030,NOISE VIOLATION,24,M,W,1,2019
244,   C10840,2019-03-24 00:00:00,23:14:00,Unknown,Unknown,M,W,47,9-21-8-25,"TURNS, SIGNALING",27,M,W,1,2019
245,   C10840,2019-03-24 00:00:00,23:14:00,Unknown,Unknown,M,W,47,9-21-8-32,DISREGARDING STOP SIGN,27,M,W,1,2019
246,   C10840,2019-03-24 00:00:00,23:14:00,Unknown,Unknown,M,W,47,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,27,M,W,1,2019
247,   C10840,2019-03-24 00:00:00,23:14:00,Unknown,Unknown,M,W,47,9-18.1-2-3,REGISTRATION AND DISPLAY OF REGISTRATION,27,M,W,1,2019
248,   C10132,2019-01-08 00:00:00,01:57:00,435 W AMARYLLIS DR,LB513,M,B,21,14.09.030,NOISE VIOLATION,27,M,W,1,2019
249,   C10131,2019-01-08 00:00:00,01:57:00,435 W AMARYLLIS DR,LB513,M,B,24,14.09.030,NOISE VIOLATION,27,M,W,1,2019
250,   C10474,2019-02-23 00:00:00,03:34:00,S WOODLAWN AVE & E 3RD ST,LIU14,F,L,23,9-21-8-9,WRONG WAY ON ONE WAY,27,M,W,1,2019
251,   C10134,2019-01-08 00:00:00,22:30:00,435 W AMARYLLIS DR,LB513,M,B,21,14.09.030,NOISE VIOLATION,27,M,W,1,2019
252,   C10133,2019-01-08 00:00:00,22:30:00,435 W AMARYLLIS DR,LB513,M,B,24,14.09.030,NOISE VIOLATION,27,M,W,1,2019
253,   C10293,2019-01-28 00:00:00,00:32:00,E MOORES PIKE & S COLLEGE MALL RD,LB310,M,B,19,9-21-8-25,"TURNS, SIGNALING",27,M,W,1,2019
254,   C10399,2019-02-08 00:00:00,00:17:00,S WOODSCREST DR & E 2ND ST,LB304,M,U,25,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,27,M,W,1,2019
255,   C10083,2019-01-03 00:00:00,16:13:00,E 10TH ST & N STATE ROAD 45 46 BYPASS,LIU10,F,W,43,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,37,M,W,1,2019
256,   C10850,2019-03-25 00:00:00,12:10:00,S WALNUT ST & E VERMILYA AVE,LB421,M,W,28,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,1,2019
257,   C10851,2019-03-24 00:00:00,13:00:00,E 4TH ST & S DUNN ST,LB104,M,U,21,9-21-8-32,DISREGARDING STOP SIGN,37,M,W,1,2019
258,   C10195,2019-01-16 00:00:00,16:35:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB209,M,U,22,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,1,2019
259,   C10485,2019-02-21 00:00:00,20:45:00,N CURRY PIKE & W PROFILE PKWY,LB525,F,W,35,9-24-7-4,LEARNERS PERMIT,32,M,W,1,2019
260,   C10338,2019-02-01 00:00:00,14:05:00,N WALNUT ST & W 8TH ST,LB102,M,W,37,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,M,W,1,2019
261,   C10227,2019-01-22 00:00:00,14:16:00,W GOURLEY PIKE & N KINSER PIKE,LB513,F,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,32,M,W,1,2019
262,   C10174,2019-01-14 00:00:00,16:23:00,N WILLIS DR & W 17TH ST,LB513,M,W,18,9-24-19-1,DRIVING WHILE SUSPENDED,32,M,W,1,2019
263,   C10363,2019-02-05 00:00:00,20:30:00,N MONROE ST & W 16TH ST,LB517,M,B,36,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,M,W,1,2019
264,   C10912,2019-03-30 00:00:00,17:01:00,W GOURLEY PIKE & N KINSER PIKE,LB513,M,W,53,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,M,W,1,2019
265,   C10461,2019-02-20 00:00:00,16:50:00,N LINDBERGH DR & W 12TH ST,LB517,M,W,18,9-21-8-25,"TURNS, SIGNALING",32,M,W,1,2019
266,   C10129,2019-01-08 00:00:00,21:10:00,S WOODSCREST DR & E 2ND ST,LB304,F,W,27,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,M,W,1,2019
267,   C10126,2019-01-07 00:00:00,15:31:00,S ROGERS ST & W KIRKWOOD AVE,LB520,M,B,20,9-24-19-1,DRIVING WHILE SUSPENDED,32,M,W,1,2019
268,   C10722,2019-03-13 00:00:00,21:15:00,W 3RD ST & S LIBERTY DR,LB403,M,W,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,M,W,1,2019
269,   C10888,2019-03-27 00:00:00,17:45:00,S BANTA AVE & W COUNTRY CLUB DR,LB423,M,W,50,9-24-19-1,DRIVING WHILE SUSPENDED,32,M,W,1,2019
270,   C10885,2019-03-26 00:00:00,14:16:00,S PATTERSON DR & W 3RD ST,LB406,F,W,25,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,M,W,1,2019
271,   C10348,2019-02-02 00:00:00,09:35:00,2700 S SARE RD,LB319,M,W,30,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,40,M,W,1,2019
272,   C10525,2019-02-22 00:00:00,20:30:00,419 N WASHINGTON ST,LB102,M,W,22,14.09.030,NOISE VIOLATION,26,M,W,1,2019
273,   C10762,2019-03-18 00:00:00,17:20:00,W STATE ROAD 45,LB416,F,W,30,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,1,2019
274,   C10837,2019-03-22 00:00:00,17:36:00,2231 N MARTHA ST,LB209,M,U,21,14.09.030,NOISE VIOLATION,26,M,W,1,2019
275,   C10194,2019-01-16 00:00:00,17:02:00,N MAPLE ST & W 11TH ST,LB518,F,B,26,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2019
276,   C10720,2019-03-13 00:00:00,16:06:00,N MAPLE ST & W 11TH ST,LB518,M,W,42,9-19-11-2,CHILD RESTRAINT UNDER 3 YEARS,26,M,W,1,2019
277,   C10628,2019-02-27 00:00:00,09:54:00,110 E WINSLOW RD; EL RANCHERO SOUTH,LB328,F,S,21,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,28,M,B,1,2019
278,   C10628,2019-02-27 00:00:00,09:54:00,110 E WINSLOW RD; EL RANCHERO SOUTH,LB328,F,S,21,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,28,M,B,1,2019
279,   C10627,2019-02-27 00:00:00,09:02:00,204 N WALNUT ST,LB102,F,W,28,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,28,M,B,1,2019
280,   C10405,2019-02-08 00:00:00,17:29:00,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,F,W,42,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,28,M,B,1,2019
281,   C10626,2019-02-27 00:00:00,07:43:00,S WALNUT ST & E 1ST ST,LB410,F,W,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,28,M,B,1,2019
282,   C10691,2019-03-07 00:00:00,07:05:00,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,M,B,27,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,B,1,2019
283,   C10494,2019-02-18 00:00:00,14:45:00,S COLLEGE AVE & W 3RD ST,LB103,M,S,20,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,28,M,B,1,2019
284,   C10615,2019-02-26 00:00:00,09:35:00,E ALLENDALE DR & S DUNSTAN DR,LB330,F,W,52,9-21-5-2,SPEED MAXIMUM,31,M,W,1,2019
285,   C10698,2019-03-12 00:00:00,09:44:00,S COLLEGE AVE & W 3RD ST,LB103,F,W,33,9-18-2-7,EXPIRED LICENSE PLATES,31,M,W,1,2019
286,   C10509,2019-02-22 00:00:00,09:06:00,ALLENDALE & DUNSTAN,LB330,M,U,45,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,31,M,W,1,2019
287,   C10478,2019-02-23 00:00:00,08:39:00,E ALLENDALE DR & S BAINBRIDGE DR,LB329,F,W,44,9-21-5-2,SPEED MAXIMUM,31,M,W,1,2019
288,   C10469,2019-02-21 00:00:00,10:55:00,E ALLENDALE DR & S DUNSTAN DR,LB330,F,W,54,9-21-5-2,SPEED MAXIMUM,31,M,W,1,2019
289,   C10618,2019-03-02 00:00:00,08:49:00,S ALLENDALE DR & E ALLENDALE CT,LB330,M,W,53,9-21-5-2,SPEED MAXIMUM,31,M,W,1,2019
290,   C10692,2019-03-07 00:00:00,09:22:00,S ALLENDALE DR & E ALLENDALE CT,LB330,F,W,32,9-21-5-2,SPEED MAXIMUM,31,M,W,1,2019
