,Event ,District,Nature,How Received,Date,Time,Physical Contact,Less Lethal,Draw Weapon,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race Caucasian, Non-Hispanic","Suspect Race  Caucasian, Hispanic","Suspect Race African American, Non-Hispanic","Suspect Race African American, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic",Year
98,B19-15914,4,ACCIDENT,TELEPHONE,2019-04-19 00:00:00,19:07:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
99,B19-15959,3,TRAFFIC STOP,OFFICER REPORT,2019-04-20 00:00:00,02:37:00,NO,NO,YES,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
100,B19-16027,4,WELFARE CHECK,911,2019-04-20 00:00:00,18:45:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
101,B19-16343,1,ASSAULT,911,2019-04-23 00:00:00,00:13:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
102,B19-16676,1,WELFARE CHECK,TELEPHONE,2019-04-25 00:00:00,10:15:00,NO,NO,YES,NO,NO,NO,MENTALLY DISTURBED,YES,NO,IMMEDIATE DETENTION,NO,NO,0.0,1.0,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
103,B19-16766,1,FOLLOW UP,TELEPHONE,2019-04-25 00:00:00,22:17:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
104,B19-16818,5,WEAPONS,911,2019-04-25 00:00:00,10:55:00,NO,NO,YES,NO,NO,NO,MENTALLY DISTURBED,YES,NO,MENTIONED,NO,NO,0.0,1.0,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
105,B19-17037,5,VEHICLE THEFT,911,2019-04-27 00:00:00,18:00:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,OFFENDER,NO,NO,0.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
106,B19-17037,5,VEHICLE THEFT,911,2019-04-27 00:00:00,18:00:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,OFFENDER,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
107,B19-17385,4,WARRANT SERVICE,OFFICER REPORT,2019-04-29 00:00:00,23:10:00,YES,NO,NO,NO,NO,YES,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
108,B19-17408,4,DISTURBANCE,911,2019-04-30 00:00:00,03:45:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
109,B19-18044,2,FIGHT,TELEPHONE,2019-05-03 00:00:00,19:56:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
110,B19-18047,4,DOMESTIC ,911,2019-05-03 00:00:00,20:30:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
111,B19-18072,1,HARASSMENT,911,2019-05-03 00:00:00,22:47:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
112,B19-18339,1,WELFARE CHECK,911,2019-05-06 00:00:00,23:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
113,B19-18441,4,WELFARE CHECK,TELEPHONE,2019-05-06 00:00:00,17:30:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,IMMEDIATE DETENTION,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
114,B19-18917,2,WARRANT SERVICE,TELEPHONE,2019-05-09 00:00:00,16:15:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
115,B19-19310,1,ACCIDENT,911,2019-05-12 00:00:00,04:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
116,B19-19712,3,DISTURBANCE,911,2019-05-14 00:00:00,23:31:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
117,B19-20169,3,WELFARE CHECK,911,2019-05-17 00:00:00,22:13:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,YES,NO,0.0,1.0,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
118,B19-20343,5,ACCIDENT,911,2019-05-19 00:00:00,09:50:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
119,B19-20806,2,ATL,TELEPHONE,2019-05-22 00:00:00,11:54:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,1.0,0.0,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
120,B19-20806,2,ATL,TELEPHONE,2019-05-22 00:00:00,11:54:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
121,B19-20806,2,ATL,TELEPHONE,2019-05-22 00:00:00,11:54:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
122,B19-20806,2,ATL,TELEPHONE,2019-05-22 00:00:00,11:54:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
123,B19-20806,2,ATL,TELEPHONE,2019-05-22 00:00:00,11:54:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
124,B19-20854,1,DISTURBANCE,911,2019-05-28 00:00:00,17:08:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,YES,ARRESTEE,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
125,B19-20905,3,WARRANT SERVICE,TELEPHONE,2019-05-23 00:00:00,04:10:00,NO,NO,YES,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
126,B19-20905,3,WARRANT SERVICE,TELEPHONE,2019-05-23 00:00:00,04:10:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
127,B19-20998,4,DISTURBANCE,TELEPHONE,2019-05-27 00:00:00,17:00:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
128,B19-21042,5,ASSAULT,911,2019-05-23 00:00:00,09:50:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
129,B19-21200,1,WELFARE CHECK,TELEPHONE,2019-05-25 00:00:00,22:45:00,NO,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
130,B19-21200,1,WELFARE CHECK,TELEPHONE,2019-05-25 00:00:00,22:45:00,NO,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
131,B19-21282,4,FIGHT,911,2019-05-26 00:00:00,18:42:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
132,B19-21362,3,BURGLARY,TELEPHONE,2019-05-28 00:00:00,12:08:00,NO,NO,YES,NO,NO,NO,MENTALLY DISTURBED,YES,NO,ARRESTEE,NO,NO,0.0,1.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
133,B19-21407,4,PO VIOLATION,911,2019-05-26 00:00:00,16:45:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
134,B19-21437,2,DISTURBANCE,911,2019-05-26 00:00:00,19:43:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,YES,NO,1.0,0.0,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
135,B19-21456,2,TRAFFIC STOP,OFFICER REPORT,2019-05-27 00:00:00,00:15:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
136,B19-21724,2,SUSPICIOUS ACT,TELEPHONE,2019-05-29 00:00:00,01:28:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,YES,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
137,B19-22649,3,BURGLARY,911,2019-06-04 00:00:00,05:56:00,NO,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
138,B19-22970,5,WARRANT SERVICE,TELEPHONE,2019-06-05 00:00:00,22:50:00,YES,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
139,B19-23057,5,SUSPICIOUS ACT,TELEPHONE,2019-06-08 00:00:00,16:13:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
140,B19-23243,5,ASSAULT,TELEPHONE,2019-06-08 00:00:00,00:05:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
141,B19-23341,4,WEAPONS,911,2019-06-08 00:00:00,17:57:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
142,B19-23347,4,BURGLARY,911,2019-06-08 00:00:00,14:14:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,INVOLVED,NO,NO,1.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
143,B19-24272,3,SUSPICIOUS ACT,OFFICER REPORT,2019-06-14 00:00:00,18:42:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
144,B19-24454,3,TRAFFIC STOP,OFFICER REPORT,2019-06-15 00:00:00,22:08:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,INVOLVED,NO,NO,1.0,0.0,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
145,B19-24832,3,FOLLOW UP,TELEPHONE,2019-06-18 00:00:00,14:48:00,YES,NO,YES,NO,YES,YES,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
146,B19-24838*,2,SUSPICIOUS ACT,OFFICER REPORT,2019-06-18 00:00:00,15:26:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
147,B19-25358,5,TRAFFIC STOP,OFFICER REPORT,2019-06-22 00:00:00,00:47:00,NO,NO,YES,NO,YES,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
148,B19-25358,5,TRAFFIC STOP,OFFICER REPORT,2019-06-22 00:00:00,00:47:00,NO,NO,YES,NO,YES,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
149,B19-25523,1,DOMESTIC,911,2019-06-23 00:00:00,00:35:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
150,B19-25625,4,SUSPICIOUS ACT,OFFICER REPORT,2019-06-23 00:00:00,17:28:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,YES,ARRESTEE,NO,NO,0.0,1.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
151,B19-25833,3,THEFT,OFFICER REPORT,2019-06-25 00:00:00,02:38:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
152,B19-25937,4,WELFARE CHECK,TELEPHONE,2019-06-25 00:00:00,19:25:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
153,B19-26485,4,WEAPONS,911,2019-06-28 00:00:00,21:49:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,OTHER/VICTIM,NO,NO,1.0,0.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
154,B19-26485,4,WEAPONS,911,2019-06-28 00:00:00,21:49:00,NO,NO,YES,NO,NO,NO,INTOXICATED,YES,NO,ARRESTED,NO,NO,0.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
155,B19-26485,4,WEAPONS,911,2019-06-28 00:00:00,21:49:00,NO,NO,NO,NO,NO,NO,NORMAL,NO,NO,OTHER,NO,NO,0.0,1.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
156,B19-26747,5,DOMESTIC,TELEPHONE,2019-06-30 00:00:00,16:34:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,YES,NO,0.0,1.0,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
157,B19-26780,4,WELFARE CHECK,TELEPHONE,2019-06-30 00:00:00,19:27:00,YES,NO,NO,NO,NO,NO,INTOXICATED,YES,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
158,B19-26831,3,WARRANT SERVICE,TELEPHONE,2019-07-01 00:00:00,02:40:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
159,B19-26936,3,DOMESTIC,911,2019-07-01 00:00:00,20:09:00,NO,NO,YES,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
160,B19-26971,5,SUSPICIOUS ACT,OFFICER REPORT,2019-07-01 00:00:00,23:36:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,INVOLVED,NO,NO,0.0,1.0,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
161,B19-26984,4,DOMESTIC,911,2019-07-02 00:00:00,02:20:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
162,B19-27159,4,TRAFFIC STOP,OFFICER REPORT,2019-07-03 00:00:00,02:44:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
163,B19-27444,3,DRUNK,TELEPHONE,2019-07-05 00:00:00,22:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,MEDICAL,NO,NO,1.0,0.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
164,B19-27807,2,TRAFFIC STOP,OFFICER REPORT,2019-07-07 00:00:00,07:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
165,B19-27844,4,ATL,911,2019-07-07 00:00:00,15:19:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
166,B19-28081,4,WEAPONS,TELEPHONE,2019-07-08 00:00:00,21:19:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,OFFENDER,NO,NO,1.0,0.0,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
167,B19-28081,4,WEAPONS,TELEPHONE,2019-07-08 00:00:00,21:19:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,OFFENDER,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
168,B19-28106,2,BUILDING CHECK,OFFICER REPORT,2019-07-09 00:00:00,00:45:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
169,B19-28429,1,WELFARE CHECK,911,2019-07-11 00:00:00,00:06:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
170,B19-28570,5,WEAPONS,911,2019-07-11 00:00:00,21:05:00,NO,YES,YES,NO,NO,YES,MENTALLY DISTURBED,NO,NO,DECEASED,NO,NO,0.0,1.0,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
171,B19-28666,1,WEAPONS,911,2019-07-12 00:00:00,14:27:00,NO,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,ARRESTEE,NO,NO,0.0,1.0,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
172,B19-28862,3,FORGERY,TELEPHONE,2019-07-13 00:00:00,19:42:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
173,B19-29059,3,SUSPICIOUS ACT,TELEPHONE,2019-07-15 00:00:00,06:53:00,YES,NO,YES,NO,NO,YES,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
174,B19-29330,3,ASSAULT,TELEPHONE,2019-07-16 00:00:00,20:14:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
175,B19-29472,3,THEFT,TELEPHONE,2019-07-17 00:00:00,20:01:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
176,B19-29823,3,ASSAULT,TELEPHONE,2019-07-20 00:00:00,01:01:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
177,B19-29909,5,WARRANT SERVICE,TELEPHONE,2019-07-20 00:00:00,16:59:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
178,B19-30196,MCSO,SUSPICIOUS ACT,TELEPHONE,2019-07-22 00:00:00,17:16:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,YES,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
179,B19-30201,3,FIGHT,TELEPHONE,2019-07-22 00:00:00,17:31:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
180,B19-30255,4,TRAFFIC STOP,OFFICER REPORT,2019-07-23 00:00:00,01:30:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
181,B19-30527,1,WARRANT SERVICE,TELEPHONE,2019-07-25 00:00:00,23:35:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
182,B19-30967,3,TRAFFIC STOP,OFFICER REPORT,2019-07-27 00:00:00,23:44:00,YES,NO,YES,NO,YES,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
183,B19-30967,3,TRAFFIC STOP,OFFICER REPORT,2019-07-27 00:00:00,23:44:00,NO,NO,YES,NO,YES,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
184,B19-31450,2,WEAPONS,911,2019-07-30 00:00:00,20:44:00,NO,NO,YES,NO,NO,NO,MENTALLY DISTURBED,YES,NO,OFFENDER,NO,NO,1.0,0.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
185,B19-31499,2,WARRANT SERVICE,TELEPHONE,2019-07-31 00:00:00,09:14:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
186,B19-31640,3,SUSPICIOUS ACT,911,2019-08-01 00:00:00,07:44:00,NO,NO,YES,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
187,B19-31747,5,JUVENILE,911,2019-08-01 00:00:00,20:37:00,YES,NO,NO,NO,NO,"
",NORMAL,NO,YES,JUVENILE RUNAWAY,NO,NO,1.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
188,B19-32075,1,SUSPICIOUS ACT,OFFICER REPORT,2019-08-04 00:00:00,01:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE/VICTIM,NO,NO,0.0,1.0,46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
189,B19-32089,1,FIGHT,911,2019-08-04 00:00:00,03:27:00,NO,NO,YES,NO,NO,NO,INTOXICATED,YES,NO,ARRESTEE,NO,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
190,B19-32208,4,WELFARE CHECK,TELEPHONE,2019-08-05 00:00:00,00:22:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
191,B19-32762,2,DISTURBANCE,911,2019-08-08 00:00:00,10:16:00,YES,NO,NO,NO,NO,NO,NORMAL,YES,YES,ARRESTEE,YES,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
192,B19-32865,3,WARRANT SERVICE,TELEPHONE,2019-08-09 00:00:00,01:45:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
193,B19-32882,5,SUSPICIOUS ACT,911,2019-08-09 00:00:00,06:40:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
194,B19-33314,3,VANDALISM,911,2019-08-11 00:00:00,20:20:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
195,B19-33945,3,DOMESTIC,911,2019-08-15 00:00:00,19:10:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
196,B19-34237,1,WELFARE CHECK,TELEPHONE,2019-08-17 00:00:00,13:55:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,INVOLVED,NO,NO,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
197,B19-34315,2,SUSPICIOUS ACT,TELEPHONE,2019-08-18 00:00:00,00:25:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,1.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019
198,B19-34315,2,SUSPICIOUS ACT,TELEPHONE,2019-08-18 00:00:00,00:25:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019
