Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year
,,Arrest-Other Agency,SAT,,,,PFA,,,,,,,,-,Assist,ASSIST - CITIZEN OR AGENCY,,,August,,No weapon (unarmed),606800,Central Precinct,13.930867580,,901518296,419931,White,Male,Yes,36.007579909,419931901518296,Active,,,,,,,,Self-Initiated,,,,2017
,,Arrest-Other Agency,SAT,,,,PFA,,,,,,,,-,Assist,ASSIST - CITIZEN OR AGENCY,,,August,,No weapon (unarmed),606800,Central Precinct,13.930867580,,901518296,156630,White,Male,Yes,47.687031963,156630901518296,Active,,,,,,,,Dispatched,,,,2017
,,Detained and Released,SAT,,,,PFA,,,,,,,,-,Shots Fired,SHOTS FIRED,,,July,,,353581,North Precinct,6.526674277,,841517936,1371880,Hispanic,Male,No,22.841742770,1371880841517936,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017
,II,,Sunday,,,,FD - animal agg.,FD - animal agg.,FD - animal agg.,FD - animal agg.,,,,,1200-1759,Assist,FIRE RELATED,,,October,,No weapon (unarmed),1090651,East Precinct,7.441666667,,788529285,3731455,,,,,7885292853731455,Aggressive,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,,,2018
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,232271,East Precinct,2.098963090,,307539720,614084,White,Male,Yes,43.992113775,307539720614084,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),571001,Central Precinct,2.311358447,,1002519837,523964,Black,Male,Yes,27.936015982,5239641002519837,Aggressive,,,,,,,,Dispatched,,Yes,,2017
,II,Arrest-Felony,Sunday,,,,CEW,CEW,Baton - pry,Resisted HC,Hobble,Control Against Resistance,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),809721,Central Precinct,5.445605023,,1002519837,523964,Black,Male,Yes,27.936015982,5239641002519837,Aggressive,Aggressive,Active,Active,Active,Active,,,Dispatched,,Yes,,2017
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),327581,Central Precinct,2.829183790,,1002519837,523964,Black,Male,Yes,27.936033105,5239641002519837,Active,,,,,,,,Dispatched,,Yes,,2017
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),884731,Central Precinct,5.303143075,,1002519837,523964,Black,Male,Yes,27.936019787,5239641002519837,Active,,,,,,,,Dispatched,,Yes,,2017
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),650810,Central Precinct,14.240154110,,1002519837,523964,Black,Male,Yes,27.936044521,5239641002519837,Active,,,,,,,,Dispatched,,Yes,,2017
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,ROLLING STOLEN *H,,,April,,No weapon (unarmed),757219,TOD,19.684878234,,913537047,470595,White,Male,Yes,26.153485540,913537047470595,Active,,,,,,,,Dispatched,,,,2019
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,784419,K9,17.997593227,,307539720,614084,White,Male,Yes,43.992113775,307539720614084,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,February,,No weapon (unarmed),784419,K9,16.195679224,,390525901,3732543,White,Female,Yes,27.264172374,3732543390525901,Active,,,,,,,,Dispatched,,,,2018
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,269171,East Precinct,2.751017884,,307539720,614084,White,Male,Yes,43.992113775,307539720614084,Aggressive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,February,,No weapon (unarmed),571001,Central Precinct,2.444992390,,390525901,3732543,White,Female,Yes,27.264170472,3732543390525901,Active,,,,,,,,Dispatched,,,,2018
,II,Arrest-Felony,Sunday,,,,PFA,Control against Resistance,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,717111,East Precinct,3.211291857,,307539720,614084,White,Male,Yes,43.992113775,307539720614084,Aggressive,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,II,Arrest-Felony,Sunday,,,,Resisted HC,CEW,CEW,CEW,CEW,CEW,,,-,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),809721,Central Precinct,5.483232496,,618519984,268548,White,Male,Yes,33.691451674,268548618519984,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Self-Initiated,,Yes,,2017
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Robbery,ROBBERY - COLD,,,December,,No weapon (unarmed),910631,North Precinct,6.780011416,,924519757,3816028,Black,Male,No,13.782751142,3816028924519757,Active,Active,,,,,,,Dispatched,,,,2017
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Robbery,ROBBERY - COLD,,,December,,No weapon (unarmed),552100,North Precinct,11.881381279,,924519757,3816028,Black,Male,No,13.782751142,3816028924519757,Active,Active,,,,,,,Dispatched,,,,2017
,II,Arrest-Felony,Sunday,,,,Resisted HC,Strikes/kicks,,,,,,,-,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),571001,Central Precinct,2.348985921,,618519984,268548,White,Male,Yes,33.691451674,268548618519984,Active,Aggressive,,,,,,,Self-Initiated,,Yes,,2017
,II,Arrest-Felony,Sunday,,,,Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),1102751,East Precinct,6.145317732,,94536368,559267,Hispanic,Male,No,26.243947869,94536368559267,Aggressive,Aggressive,Aggressive,Active,,,,,Self-Initiated,,,,2019
,II,Arrest-Felony,Sunday,,,,Takedown (II and III),Control against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Control against Resistance,,0000-0559,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),269171,East Precinct,2.022033866,,94536368,559267,Hispanic,Male,No,26.243951674,94536368559267,Active,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,Self-Initiated,,,,2019
,II,Arrest-Felony,Sunday,Firearm,,,CEW,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,776021,East Precinct,3.130555556,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,,,,,,,,Dispatched,Yes,,,2018
,II,Arrest-Felony,Sunday,Firearm,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,756219,East Precinct,19.247222222,,854529696,362960,White,Male,No,42.819444444,854529696362960,Active,,,,,,,,Dispatched,Yes,,,2018
,II,Arrest-Felony,Sunday,Firearm,,,K9,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,April,,,772720,K9,15.027389650,,550526743,247689,Black,Male,No,31.720540335,550526743247689,Active,,,,,,,,Self-Initiated,,,,2018
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,,November,,,1090651,East Precinct,7.536111111,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,,,,,,,,Dispatched,Yes,,,2018
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,1053550,Central Precinct,16.988888889,,854529696,362960,White,Male,No,42.819444444,854529696362960,Active,,,,,,,,Dispatched,Yes,,,2018
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,973138,East Precinct,26.702777778,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,,,,,,,,Dispatched,Yes,,,2018
,II,Arrest-Felony,Sunday,Firearm,,,PFA,Resisted HC,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,716808,East Precinct,27.222222222,,854529696,362960,White,Male,No,42.819444444,854529696362960,Aggressive,Active,,,,,,,Dispatched,Yes,,,2018
,II,Arrest-Felony,Sunday,Firearm,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,651810,East Precinct,15.166666667,,854529696,362960,White,Male,No,42.819444444,854529696362960,Active,,,,,,,,Dispatched,Yes,,,2018
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),774418,East Precinct,22.813289574,,821519496,255146,Hispanic,Female,No,36.753015601,255146821519496,Aggressive,,,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),341081,East Precinct,1.466948250,,67519648,1633357,Hispanic,Female,No,18.351879756,163335767519648,Active,,,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Control against Resistance,CEW,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),949741,North Precinct,6.490454718,,107536618,529706,White,Male,Yes,23.454838280,107536618529706,Aggressive,Aggressive,,,,,,,Self-Initiated,,Yes,,2019
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),341081,East Precinct,1.466948250,,67519648,612835,Hispanic,Male,No,18.321742770,61283567519648,Active,Active,Active,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,713409,East Precinct,16.023108828,,67519648,612835,Hispanic,Male,No,18.321738965,61283567519648,Active,Active,Active,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,K9,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,February,,,916531,TOD,10,,626546134,603489,Black,Male,No,22,6.26546e+14,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Robbery,ROBBERY - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,May,,,196561,Central Precinct,7,,67547128,465560,White,Female,Yes,34,6.75471e+13,Aggressive,,,,,,,,Dispatched,,,,2020
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,December,,,468691,Central Precinct,6.068548326,,383519981,3801401,White,Male,Yes,28.780877093,3801401383519981,Aggressive,,,,,,,,Dispatched,,Yes,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Less Lethal,Less Lethal,Less Lethal,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,March,,,1044050,Central Precinct,11.114311263,,230526410,521766,White,Male,Yes,23.881434551,521766230526410,Active,Active,Active,,,,,,Dispatched,,Yes,,2018
,II,Arrest-Misdemeanor,Sunday,,,,PFA,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,December,,,750920,Central Precinct,5.327245053e-05,,383519981,3801401,White,Male,Yes,28.780875190,3801401383519981,Aggressive,,,,,,,,Dispatched,,Yes,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Resisted HC,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),1090651,East Precinct,6.568321918,,67519648,1633357,Hispanic,Female,No,18.351883562,163335767519648,Active,,,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),950240,East Precinct,10.864212329,,67519648,1633357,Hispanic,Female,No,18.351883562,163335767519648,Active,Active,,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,990539,East Precinct,16.099821157,,67519648,612835,Hispanic,Male,No,18.321738965,61283567519648,Active,Active,,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),836731,East Precinct,1.813289574,,821519496,2027695,Hispanic,Male,No,14.714659437,2027695821519496,Active,Active,Active,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),551100,East Precinct,11.824248478,,821519496,2027695,Hispanic,Male,No,14.714659437,2027695821519496,Active,Active,Active,,,,,,Dispatched,,,,2017
,II,Arrest-Misdemeanor,Sunday,,,,Takedown (II and III),Control Against Resistance,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,May,,No weapon (unarmed),1102751,Central Precinct,5.359178082,,324527351,3852293,Hispanic,Male,No,25.460547945,3245273513852293,Aggressive,Active,,,,,,,Self-Initiated,Yes,,,2018
,II,Arrest-Other Agency,Sunday,,,,K9,K9,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,September,,No weapon (unarmed),916531,TOD,9.214100076,,440528932,1262822,White,Male,Unknown,51.707250761,4405289321262822,Active,Active,,,,,,,Self-Initiated,,,,2018
,II,Arrest-Warrant,Sunday,,,,CEW,CEW,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),836731,East Precinct,4,,791546955,352193,Hispanic,Male,Yes,30,7.91547e+14,Aggressive,Active,,,,,,,Dispatched,,Yes,,2020
,II,Arrest-Warrant,Sunday,,,,Impact Muni,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,May,,,276171,East Precinct,2.158177321,,333537411,458062,White,Male,Yes,32.878725266,333537411458062,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,II,Arrest-Warrant,Sunday,,,,Less Lethal,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,May,,,915631,East Precinct,8.122555175,,333537411,458062,White,Male,Yes,32.878719559,333537411458062,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,II,Arrest-Warrant,Sunday,,,,PFA,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,May,,,1044050,East Precinct,12.341853120,,333537411,458062,White,Male,Yes,32.878725266,333537411458062,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,II,Arrest-Warrant,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),1085151,East Precinct,3,,791546955,352193,Hispanic,Male,Yes,30,7.91547e+14,Active,,,,,,,,Dispatched,,Yes,,2020
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),755219,East Precinct,18.248704338,,821519496,1843040,Hispanic,Female,No,18.476101598,1843040821519496,Active,,,,,,,,Dispatched,,,,2017
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),755219,East Precinct,18.248782344,,821519496,255146,Hispanic,Female,No,36.752891933,255146821519496,Active,,,,,,,,Dispatched,,,,2017
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),774418,East Precinct,22.813289574,,821519496,1843040,Hispanic,Female,No,18.476303272,1843040821519496,Aggressive,,,,,,,,Dispatched,,,,2017
,II,Detained and Released,Sunday,,,,Control Against Resistance,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),774418,East Precinct,22.813289574,,821519496,510039,Hispanic,Female,No,22.355755327,510039821519496,Active,,,,,,,,Dispatched,,,,2017
,II,Detained and Released,Sunday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Missing Person,MISSING - PERSON ENDANGERED,,,December,,No weapon (unarmed),923231,East Precinct,1.333333333,,98529768,3997000,Hispanic,Male,No,14.827777778,985297683997000,Active,Aggressive,,,,,,,Self-Initiated,,,,2018
,II,Detained and Released,Sunday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0000-0559,Missing Person,MISSING - PERSON ENDANGERED,,,December,,No weapon (unarmed),552501,East Precinct,9.741666667,,98529768,3997000,Hispanic,Male,No,14.827777778,985297683997000,Active,Aggressive,,,,,,,Self-Initiated,,,,2018
,II,Detained and Released,Sunday,,,,Takedown,Resisted HC,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),755219,East Precinct,18.248782344,,821519496,2027695,Hispanic,Male,No,14.714535769,2027695821519496,Active,Active,,,,,,,Dispatched,,,,2017
,II,Release to Medical,Sunday,,,,CEW,,,,,,,,1200-1759,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,July,,No weapon (unarmed),593300,North Precinct,11.938993531,,99538148,628742,White,Male,No,34.300637367,99538148628742,Aggressive,,,,,,,,Dispatched,,Yes,,2019
,II,Release to Medical,Sunday,,,,CEW,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,January,,,334481,East Precinct,16.114219939,,356525751,129358,White,Male,No,49.201891172,129358356525751,Aggressive,,,,,,,,Dispatched,,Yes,,2018
,II,Release to Medical,Sunday,,,,CEW,CEW,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,September,,,365179,East Precinct,19.494100076,,801528845,464888,White,Male,Yes,29.195469939,801528845464888,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,2018
,II,Release to Medical,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,January,,,789020,East Precinct,12.629280822,,356525751,129358,White,Male,No,49.201883562,129358356525751,Active,,,,,,,,Dispatched,,Yes,,2018
,II,Release to Medical,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,January,,,987539,East Precinct,22.045719178,,356525751,129358,White,Male,No,49.201883562,129358356525751,Active,,,,,,,,Dispatched,,Yes,,2018
,II,Release to Medical,Sunday,,,,Control Against Resistance,Takedown (IV),,,,,,,1200-1759,Hazard,HAZARD - HAZARDOUS CONDITION,,Yes,February,,,981341,Central Precinct,1,,1001546307,558820,White,Male,Yes,46,1.00155e+15,Active,Aggressive,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020
,II,Release to Medical,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,January,,,396079,East Precinct,19.303253425,,356525751,129358,White,Male,No,49.201883562,129358356525751,Active,,,,,,,,Dispatched,,Yes,,2018
,II,Release to Medical,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,Knife / Edged Weapon / Stabbing Instrument,,January,,,624810,Traffic,13.837595129,,356525751,129358,White,Male,No,49.201978691,129358356525751,Active,,,,,,,,Dispatched,,Yes,,2018
,II,Release to Medical,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,Yes,December,,,341081,East Precinct,1.466946347,,67519648,3481243,Hispanic,Male,No,13.645028539,348124367519648,Active,Active,,,,,,,Dispatched,,Yes,,2017
,II,Release to Medical,Sunday,,,,Resisted HC,Takedown (II and III),,,,,,,1200-1759,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,July,,No weapon (unarmed),1038350,North Precinct,11.018445586,,99538148,628742,White,Male,No,34.300637367,99538148628742,Active,Aggressive,,,,,,,Dispatched,,Yes,,2019
,II,Release to Medical,Sunday,,,,Resisted HC,Takedown (II and III),Control against Resistance,,,,,,1200-1759,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,July,,No weapon (unarmed),250169,North Precinct,20.443103120,,99538148,628742,White,Male,No,34.300637367,99538148628742,Active,Aggressive,Active,,,,,,Dispatched,,Yes,,2019
,II,Release to Medical,Sunday,,,,Takedown,Control Against Resistance,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,Yes,December,,,713409,East Precinct,16.023103120,,67519648,3481243,Hispanic,Male,No,0.001185312,348124367519648,Active,Active,,,,,,,Dispatched,,Yes,,2017
,II,Release to Medical,Sunday,,,,Takedown,Control Against Resistance,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,Yes,December,,,396079,East Precinct,19.206649543,,67519648,3481243,Hispanic,Male,No,13.645005708,348124367519648,Active,Active,,,,,,,Dispatched,,Yes,,2017
,II,Arrest-Cited,Monday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0600-1159,Area/Premise Check,CAMPING - GENERAL - POLICE USE ONLY,,,January,,No weapon (unarmed),711211,Central Precinct,2,,959545897,241637,Black,Female,Yes,43,9.59546e+14,Active,Active,,,,,,,Self-Initiated,,,,2020
,II,Arrest-Cited,Monday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0600-1159,Area/Premise Check,CAMPING - GENERAL - POLICE USE ONLY,,,January,,No weapon (unarmed),673111,Central Precinct,3,,959545897,241637,Black,Female,Yes,43,9.59546e+14,Active,Active,,,,,,,Self-Initiated,,,,2020
,II,Arrest-Cited,Monday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,0600-1159,Area/Premise Check,CAMPING - GENERAL - POLICE USE ONLY,,,January,,No weapon (unarmed),673211,Central Precinct,2,,959545897,241637,Black,Female,Yes,43,9.59546e+14,Active,Active,Active,,,,,,Self-Initiated,,,,2020
,II,Arrest-Cited,Monday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,0600-1159,Area/Premise Check,CAMPING - GENERAL - POLICE USE ONLY,,,January,,No weapon (unarmed),431191,East Precinct,2,,959545897,241637,Black,Female,Yes,43,9.59546e+14,Active,Active,Active,,,,,,Self-Initiated,,,,2020
